,date,county,state,fips,deaths
467878,2020-08-25,Sanilac,Michigan,26151.0,7
467879,2020-08-25,Schoolcraft,Michigan,26153.0,0
467880,2020-08-25,Shiawassee,Michigan,26155.0,29
467881,2020-08-25,St. Clair,Michigan,26147.0,53
467882,2020-08-25,St. Joseph,Michigan,26149.0,11
467883,2020-08-25,Tuscola,Michigan,26157.0,29
467884,2020-08-25,Unknown,Michigan,,4
467885,2020-08-25,Van Buren,Michigan,26159.0,14
467886,2020-08-25,Washtenaw,Michigan,26161.0,124
467887,2020-08-25,Wayne,Michigan,26163.0,2865
467888,2020-08-25,Wexford,Michigan,26165.0,4
471035,2020-08-26,Alcona,Michigan,26001.0,2
471036,2020-08-26,Alger,Michigan,26003.0,0
471037,2020-08-26,Allegan,Michigan,26005.0,6
471038,2020-08-26,Alpena,Michigan,26007.0,14
471039,2020-08-26,Antrim,Michigan,26009.0,0
471040,2020-08-26,Arenac,Michigan,26011.0,3
471041,2020-08-26,Baraga,Michigan,26013.0,0
471042,2020-08-26,Barry,Michigan,26015.0,2
471043,2020-08-26,Bay,Michigan,26017.0,40
471044,2020-08-26,Benzie,Michigan,26019.0,2
471045,2020-08-26,Berrien,Michigan,26021.0,69
471046,2020-08-26,Branch,Michigan,26023.0,26
471047,2020-08-26,Calhoun,Michigan,26025.0,44
471048,2020-08-26,Cass,Michigan,26027.0,15
471049,2020-08-26,Charlevoix,Michigan,26029.0,2
471050,2020-08-26,Cheboygan,Michigan,26031.0,2
471051,2020-08-26,Chippewa,Michigan,26033.0,0
471052,2020-08-26,Clare,Michigan,26035.0,3
471053,2020-08-26,Clinton,Michigan,26037.0,13
471054,2020-08-26,Crawford,Michigan,26039.0,5
471055,2020-08-26,Delta,Michigan,26041.0,3
471056,2020-08-26,Dickinson,Michigan,26043.0,2
471057,2020-08-26,Eaton,Michigan,26045.0,8
471058,2020-08-26,Emmet,Michigan,26047.0,2
471059,2020-08-26,Genesee,Michigan,26049.0,303
471060,2020-08-26,Gladwin,Michigan,26051.0,2
471061,2020-08-26,Gogebic,Michigan,26053.0,1
471062,2020-08-26,Grand Traverse,Michigan,26055.0,6
471063,2020-08-26,Gratiot,Michigan,26057.0,15
471064,2020-08-26,Hillsdale,Michigan,26059.0,26
471065,2020-08-26,Houghton,Michigan,26061.0,0
471066,2020-08-26,Huron,Michigan,26063.0,4
471067,2020-08-26,Ingham,Michigan,26065.0,38
471068,2020-08-26,Ionia,Michigan,26067.0,7
471069,2020-08-26,Iosco,Michigan,26069.0,12
471070,2020-08-26,Iron,Michigan,26071.0,1
471071,2020-08-26,Isabella,Michigan,26073.0,9
471072,2020-08-26,Jackson,Michigan,26075.0,60
471073,2020-08-26,Kalamazoo,Michigan,26077.0,87
471074,2020-08-26,Kalkaska,Michigan,26079.0,4
471075,2020-08-26,Kent,Michigan,26081.0,162
471076,2020-08-26,Keweenaw,Michigan,26083.0,0
471077,2020-08-26,Lake,Michigan,26085.0,0
471078,2020-08-26,Lapeer,Michigan,26087.0,42
471079,2020-08-26,Leelanau,Michigan,26089.0,1
471080,2020-08-26,Lenawee,Michigan,26091.0,17
471081,2020-08-26,Livingston,Michigan,26093.0,30
471082,2020-08-26,Luce,Michigan,26095.0,0
471083,2020-08-26,Mackinac,Michigan,26097.0,0
471084,2020-08-26,Macomb,Michigan,26099.0,967
471085,2020-08-26,Manistee,Michigan,26101.0,1
471086,2020-08-26,Marquette,Michigan,26103.0,11
471087,2020-08-26,Mason,Michigan,26105.0,0
471088,2020-08-26,Mecosta,Michigan,26107.0,2
471089,2020-08-26,Menominee,Michigan,26109.0,0
471090,2020-08-26,Midland,Michigan,26111.0,11
471091,2020-08-26,Missaukee,Michigan,26113.0,1
471092,2020-08-26,Monroe,Michigan,26115.0,26
471093,2020-08-26,Montcalm,Michigan,26117.0,3
471094,2020-08-26,Montmorency,Michigan,26119.0,0
471095,2020-08-26,Muskegon,Michigan,26121.0,64
471096,2020-08-26,Newaygo,Michigan,26123.0,0
471097,2020-08-26,Oakland,Michigan,26125.0,1156
471098,2020-08-26,Oceana,Michigan,26127.0,6
471099,2020-08-26,Ogemaw,Michigan,26129.0,3
471100,2020-08-26,Ontonagon,Michigan,26131.0,0
471101,2020-08-26,Osceola,Michigan,26133.0,0
471102,2020-08-26,Oscoda,Michigan,26135.0,1
471103,2020-08-26,Otsego,Michigan,26137.0,11
471104,2020-08-26,Ottawa,Michigan,26139.0,63
471105,2020-08-26,Presque Isle,Michigan,26141.0,1
471106,2020-08-26,Roscommon,Michigan,26143.0,4
471107,2020-08-26,Saginaw,Michigan,26145.0,130
471108,2020-08-26,Sanilac,Michigan,26151.0,7
471109,2020-08-26,Schoolcraft,Michigan,26153.0,0
471110,2020-08-26,Shiawassee,Michigan,26155.0,29
471111,2020-08-26,St. Clair,Michigan,26147.0,53
471112,2020-08-26,St. Joseph,Michigan,26149.0,11
471113,2020-08-26,Tuscola,Michigan,26157.0,29
471114,2020-08-26,Unknown,Michigan,,4
471115,2020-08-26,Van Buren,Michigan,26159.0,14
471116,2020-08-26,Washtenaw,Michigan,26161.0,124
471117,2020-08-26,Wayne,Michigan,26163.0,2866
471118,2020-08-26,Wexford,Michigan,26165.0,4
474267,2020-08-27,Alcona,Michigan,26001.0,2
474268,2020-08-27,Alger,Michigan,26003.0,0
474269,2020-08-27,Allegan,Michigan,26005.0,6
474270,2020-08-27,Alpena,Michigan,26007.0,14
474271,2020-08-27,Antrim,Michigan,26009.0,0
474272,2020-08-27,Arenac,Michigan,26011.0,3
474273,2020-08-27,Baraga,Michigan,26013.0,0
474274,2020-08-27,Barry,Michigan,26015.0,2
474275,2020-08-27,Bay,Michigan,26017.0,41
474276,2020-08-27,Benzie,Michigan,26019.0,2
474277,2020-08-27,Berrien,Michigan,26021.0,70
474278,2020-08-27,Branch,Michigan,26023.0,26
474279,2020-08-27,Calhoun,Michigan,26025.0,44
474280,2020-08-27,Cass,Michigan,26027.0,16
474281,2020-08-27,Charlevoix,Michigan,26029.0,2
474282,2020-08-27,Cheboygan,Michigan,26031.0,2
474283,2020-08-27,Chippewa,Michigan,26033.0,0
474284,2020-08-27,Clare,Michigan,26035.0,3
474285,2020-08-27,Clinton,Michigan,26037.0,13
474286,2020-08-27,Crawford,Michigan,26039.0,5
474287,2020-08-27,Delta,Michigan,26041.0,3
474288,2020-08-27,Dickinson,Michigan,26043.0,2
474289,2020-08-27,Eaton,Michigan,26045.0,8
474290,2020-08-27,Emmet,Michigan,26047.0,2
474291,2020-08-27,Genesee,Michigan,26049.0,303
474292,2020-08-27,Gladwin,Michigan,26051.0,2
474293,2020-08-27,Gogebic,Michigan,26053.0,1
474294,2020-08-27,Grand Traverse,Michigan,26055.0,6
474295,2020-08-27,Gratiot,Michigan,26057.0,15
474296,2020-08-27,Hillsdale,Michigan,26059.0,26
474297,2020-08-27,Houghton,Michigan,26061.0,0
474298,2020-08-27,Huron,Michigan,26063.0,4
474299,2020-08-27,Ingham,Michigan,26065.0,37
474300,2020-08-27,Ionia,Michigan,26067.0,7
474301,2020-08-27,Iosco,Michigan,26069.0,12
474302,2020-08-27,Iron,Michigan,26071.0,1
474303,2020-08-27,Isabella,Michigan,26073.0,9
474304,2020-08-27,Jackson,Michigan,26075.0,62
474305,2020-08-27,Kalamazoo,Michigan,26077.0,87
474306,2020-08-27,Kalkaska,Michigan,26079.0,4
474307,2020-08-27,Kent,Michigan,26081.0,162
474308,2020-08-27,Keweenaw,Michigan,26083.0,0
474309,2020-08-27,Lake,Michigan,26085.0,0
474310,2020-08-27,Lapeer,Michigan,26087.0,42
474311,2020-08-27,Leelanau,Michigan,26089.0,1
474312,2020-08-27,Lenawee,Michigan,26091.0,17
474313,2020-08-27,Livingston,Michigan,26093.0,30
474314,2020-08-27,Luce,Michigan,26095.0,0
474315,2020-08-27,Mackinac,Michigan,26097.0,0
474316,2020-08-27,Macomb,Michigan,26099.0,969
474317,2020-08-27,Manistee,Michigan,26101.0,1
474318,2020-08-27,Marquette,Michigan,26103.0,11
474319,2020-08-27,Mason,Michigan,26105.0,0
474320,2020-08-27,Mecosta,Michigan,26107.0,2
474321,2020-08-27,Menominee,Michigan,26109.0,0
474322,2020-08-27,Midland,Michigan,26111.0,11
474323,2020-08-27,Missaukee,Michigan,26113.0,1
474324,2020-08-27,Monroe,Michigan,26115.0,26
474325,2020-08-27,Montcalm,Michigan,26117.0,3
474326,2020-08-27,Montmorency,Michigan,26119.0,0
474327,2020-08-27,Muskegon,Michigan,26121.0,65
474328,2020-08-27,Newaygo,Michigan,26123.0,0
474329,2020-08-27,Oakland,Michigan,26125.0,1157
474330,2020-08-27,Oceana,Michigan,26127.0,6
474331,2020-08-27,Ogemaw,Michigan,26129.0,3
474332,2020-08-27,Ontonagon,Michigan,26131.0,0
474333,2020-08-27,Osceola,Michigan,26133.0,0
474334,2020-08-27,Oscoda,Michigan,26135.0,1
474335,2020-08-27,Otsego,Michigan,26137.0,11
474336,2020-08-27,Ottawa,Michigan,26139.0,63
474337,2020-08-27,Presque Isle,Michigan,26141.0,1
474338,2020-08-27,Roscommon,Michigan,26143.0,3
474339,2020-08-27,Saginaw,Michigan,26145.0,131
474340,2020-08-27,Sanilac,Michigan,26151.0,7
474341,2020-08-27,Schoolcraft,Michigan,26153.0,0
474342,2020-08-27,Shiawassee,Michigan,26155.0,29
474343,2020-08-27,St. Clair,Michigan,26147.0,53
474344,2020-08-27,St. Joseph,Michigan,26149.0,11
474345,2020-08-27,Tuscola,Michigan,26157.0,29
474346,2020-08-27,Unknown,Michigan,,4
474347,2020-08-27,Van Buren,Michigan,26159.0,14
474348,2020-08-27,Washtenaw,Michigan,26161.0,124
474349,2020-08-27,Wayne,Michigan,26163.0,2874
474350,2020-08-27,Wexford,Michigan,26165.0,4
477500,2020-08-28,Alcona,Michigan,26001.0,2
477501,2020-08-28,Alger,Michigan,26003.0,0
477502,2020-08-28,Allegan,Michigan,26005.0,6
477503,2020-08-28,Alpena,Michigan,26007.0,14
477504,2020-08-28,Antrim,Michigan,26009.0,0
477505,2020-08-28,Arenac,Michigan,26011.0,3
477506,2020-08-28,Baraga,Michigan,26013.0,0
477507,2020-08-28,Barry,Michigan,26015.0,2
477508,2020-08-28,Bay,Michigan,26017.0,41
477509,2020-08-28,Benzie,Michigan,26019.0,2
477510,2020-08-28,Berrien,Michigan,26021.0,70
477511,2020-08-28,Branch,Michigan,26023.0,26
477512,2020-08-28,Calhoun,Michigan,26025.0,44
477513,2020-08-28,Cass,Michigan,26027.0,16
477514,2020-08-28,Charlevoix,Michigan,26029.0,2
477515,2020-08-28,Cheboygan,Michigan,26031.0,2
477516,2020-08-28,Chippewa,Michigan,26033.0,0
477517,2020-08-28,Clare,Michigan,26035.0,3
477518,2020-08-28,Clinton,Michigan,26037.0,13
477519,2020-08-28,Crawford,Michigan,26039.0,5
477520,2020-08-28,Delta,Michigan,26041.0,3
477521,2020-08-28,Dickinson,Michigan,26043.0,2
477522,2020-08-28,Eaton,Michigan,26045.0,8
477523,2020-08-28,Emmet,Michigan,26047.0,2
477524,2020-08-28,Genesee,Michigan,26049.0,303
477525,2020-08-28,Gladwin,Michigan,26051.0,2
477526,2020-08-28,Gogebic,Michigan,26053.0,1
477527,2020-08-28,Grand Traverse,Michigan,26055.0,6
477528,2020-08-28,Gratiot,Michigan,26057.0,15
477529,2020-08-28,Hillsdale,Michigan,26059.0,26
477530,2020-08-28,Houghton,Michigan,26061.0,0
477531,2020-08-28,Huron,Michigan,26063.0,4
477532,2020-08-28,Ingham,Michigan,26065.0,38
477533,2020-08-28,Ionia,Michigan,26067.0,7
477534,2020-08-28,Iosco,Michigan,26069.0,12
477535,2020-08-28,Iron,Michigan,26071.0,1
477536,2020-08-28,Isabella,Michigan,26073.0,9
477537,2020-08-28,Jackson,Michigan,26075.0,62
477538,2020-08-28,Kalamazoo,Michigan,26077.0,87
477539,2020-08-28,Kalkaska,Michigan,26079.0,4
477540,2020-08-28,Kent,Michigan,26081.0,162
477541,2020-08-28,Keweenaw,Michigan,26083.0,0
477542,2020-08-28,Lake,Michigan,26085.0,0
477543,2020-08-28,Lapeer,Michigan,26087.0,42
477544,2020-08-28,Leelanau,Michigan,26089.0,1
477545,2020-08-28,Lenawee,Michigan,26091.0,17
477546,2020-08-28,Livingston,Michigan,26093.0,30
477547,2020-08-28,Luce,Michigan,26095.0,0
477548,2020-08-28,Mackinac,Michigan,26097.0,0
477549,2020-08-28,Macomb,Michigan,26099.0,970
477550,2020-08-28,Manistee,Michigan,26101.0,1
477551,2020-08-28,Marquette,Michigan,26103.0,11
477552,2020-08-28,Mason,Michigan,26105.0,0
477553,2020-08-28,Mecosta,Michigan,26107.0,2
477554,2020-08-28,Menominee,Michigan,26109.0,0
477555,2020-08-28,Midland,Michigan,26111.0,11
477556,2020-08-28,Missaukee,Michigan,26113.0,1
477557,2020-08-28,Monroe,Michigan,26115.0,27
477558,2020-08-28,Montcalm,Michigan,26117.0,3
477559,2020-08-28,Montmorency,Michigan,26119.0,0
477560,2020-08-28,Muskegon,Michigan,26121.0,65
477561,2020-08-28,Newaygo,Michigan,26123.0,0
477562,2020-08-28,Oakland,Michigan,26125.0,1157
477563,2020-08-28,Oceana,Michigan,26127.0,6
477564,2020-08-28,Ogemaw,Michigan,26129.0,4
477565,2020-08-28,Ontonagon,Michigan,26131.0,0
477566,2020-08-28,Osceola,Michigan,26133.0,0
477567,2020-08-28,Oscoda,Michigan,26135.0,1
477568,2020-08-28,Otsego,Michigan,26137.0,11
477569,2020-08-28,Ottawa,Michigan,26139.0,63
477570,2020-08-28,Presque Isle,Michigan,26141.0,1
477571,2020-08-28,Roscommon,Michigan,26143.0,3
477572,2020-08-28,Saginaw,Michigan,26145.0,131
477573,2020-08-28,Sanilac,Michigan,26151.0,7
477574,2020-08-28,Schoolcraft,Michigan,26153.0,0
477575,2020-08-28,Shiawassee,Michigan,26155.0,29
477576,2020-08-28,St. Clair,Michigan,26147.0,53
477577,2020-08-28,St. Joseph,Michigan,26149.0,11
477578,2020-08-28,Tuscola,Michigan,26157.0,29
477579,2020-08-28,Unknown,Michigan,,4
477580,2020-08-28,Van Buren,Michigan,26159.0,14
477581,2020-08-28,Washtenaw,Michigan,26161.0,124
477582,2020-08-28,Wayne,Michigan,26163.0,2876
477583,2020-08-28,Wexford,Michigan,26165.0,4
480732,2020-08-29,Alcona,Michigan,26001.0,2
480733,2020-08-29,Alger,Michigan,26003.0,0
480734,2020-08-29,Allegan,Michigan,26005.0,6
480735,2020-08-29,Alpena,Michigan,26007.0,14
480736,2020-08-29,Antrim,Michigan,26009.0,0
480737,2020-08-29,Arenac,Michigan,26011.0,3
480738,2020-08-29,Baraga,Michigan,26013.0,0
480739,2020-08-29,Barry,Michigan,26015.0,2
480740,2020-08-29,Bay,Michigan,26017.0,41
480741,2020-08-29,Benzie,Michigan,26019.0,2
480742,2020-08-29,Berrien,Michigan,26021.0,70
480743,2020-08-29,Branch,Michigan,26023.0,26
480744,2020-08-29,Calhoun,Michigan,26025.0,45
480745,2020-08-29,Cass,Michigan,26027.0,18
480746,2020-08-29,Charlevoix,Michigan,26029.0,2
480747,2020-08-29,Cheboygan,Michigan,26031.0,2
480748,2020-08-29,Chippewa,Michigan,26033.0,0
480749,2020-08-29,Clare,Michigan,26035.0,4
480750,2020-08-29,Clinton,Michigan,26037.0,13
480751,2020-08-29,Crawford,Michigan,26039.0,5
480752,2020-08-29,Delta,Michigan,26041.0,3
480753,2020-08-29,Dickinson,Michigan,26043.0,2
480754,2020-08-29,Eaton,Michigan,26045.0,8
480755,2020-08-29,Emmet,Michigan,26047.0,2
480756,2020-08-29,Genesee,Michigan,26049.0,305
480757,2020-08-29,Gladwin,Michigan,26051.0,2
480758,2020-08-29,Gogebic,Michigan,26053.0,1
480759,2020-08-29,Grand Traverse,Michigan,26055.0,6
480760,2020-08-29,Gratiot,Michigan,26057.0,15
480761,2020-08-29,Hillsdale,Michigan,26059.0,26
480762,2020-08-29,Houghton,Michigan,26061.0,1
480763,2020-08-29,Huron,Michigan,26063.0,4
480764,2020-08-29,Ingham,Michigan,26065.0,39
480765,2020-08-29,Ionia,Michigan,26067.0,7
480766,2020-08-29,Iosco,Michigan,26069.0,12
480767,2020-08-29,Iron,Michigan,26071.0,1
480768,2020-08-29,Isabella,Michigan,26073.0,9
480769,2020-08-29,Jackson,Michigan,26075.0,62
480770,2020-08-29,Kalamazoo,Michigan,26077.0,88
480771,2020-08-29,Kalkaska,Michigan,26079.0,4
480772,2020-08-29,Kent,Michigan,26081.0,164
480773,2020-08-29,Keweenaw,Michigan,26083.0,0
480774,2020-08-29,Lake,Michigan,26085.0,0
480775,2020-08-29,Lapeer,Michigan,26087.0,42
480776,2020-08-29,Leelanau,Michigan,26089.0,1
480777,2020-08-29,Lenawee,Michigan,26091.0,17
480778,2020-08-29,Livingston,Michigan,26093.0,30
480779,2020-08-29,Luce,Michigan,26095.0,0
480780,2020-08-29,Mackinac,Michigan,26097.0,0
480781,2020-08-29,Macomb,Michigan,26099.0,973
480782,2020-08-29,Manistee,Michigan,26101.0,1
480783,2020-08-29,Marquette,Michigan,26103.0,11
480784,2020-08-29,Mason,Michigan,26105.0,0
480785,2020-08-29,Mecosta,Michigan,26107.0,2
480786,2020-08-29,Menominee,Michigan,26109.0,0
480787,2020-08-29,Midland,Michigan,26111.0,11
480788,2020-08-29,Missaukee,Michigan,26113.0,1
480789,2020-08-29,Monroe,Michigan,26115.0,27
480790,2020-08-29,Montcalm,Michigan,26117.0,3
480791,2020-08-29,Montmorency,Michigan,26119.0,0
480792,2020-08-29,Muskegon,Michigan,26121.0,67
480793,2020-08-29,Newaygo,Michigan,26123.0,0
480794,2020-08-29,Oakland,Michigan,26125.0,1162
480795,2020-08-29,Oceana,Michigan,26127.0,6
480796,2020-08-29,Ogemaw,Michigan,26129.0,4
480797,2020-08-29,Ontonagon,Michigan,26131.0,0
480798,2020-08-29,Osceola,Michigan,26133.0,0
480799,2020-08-29,Oscoda,Michigan,26135.0,1
480800,2020-08-29,Otsego,Michigan,26137.0,11
480801,2020-08-29,Ottawa,Michigan,26139.0,64
480802,2020-08-29,Presque Isle,Michigan,26141.0,1
480803,2020-08-29,Roscommon,Michigan,26143.0,3
480804,2020-08-29,Saginaw,Michigan,26145.0,133
480805,2020-08-29,Sanilac,Michigan,26151.0,7
480806,2020-08-29,Schoolcraft,Michigan,26153.0,0
480807,2020-08-29,Shiawassee,Michigan,26155.0,29
480808,2020-08-29,St. Clair,Michigan,26147.0,53
480809,2020-08-29,St. Joseph,Michigan,26149.0,11
480810,2020-08-29,Tuscola,Michigan,26157.0,29
480811,2020-08-29,Unknown,Michigan,,5
480812,2020-08-29,Van Buren,Michigan,26159.0,16
480813,2020-08-29,Washtenaw,Michigan,26161.0,124
480814,2020-08-29,Wayne,Michigan,26163.0,2882
480815,2020-08-29,Wexford,Michigan,26165.0,4
483967,2020-08-30,Alcona,Michigan,26001.0,2
483968,2020-08-30,Alger,Michigan,26003.0,0
483969,2020-08-30,Allegan,Michigan,26005.0,6
483970,2020-08-30,Alpena,Michigan,26007.0,14
483971,2020-08-30,Antrim,Michigan,26009.0,0
483972,2020-08-30,Arenac,Michigan,26011.0,3
483973,2020-08-30,Baraga,Michigan,26013.0,0
483974,2020-08-30,Barry,Michigan,26015.0,2
483975,2020-08-30,Bay,Michigan,26017.0,41
483976,2020-08-30,Benzie,Michigan,26019.0,2
483977,2020-08-30,Berrien,Michigan,26021.0,70
483978,2020-08-30,Branch,Michigan,26023.0,26
483979,2020-08-30,Calhoun,Michigan,26025.0,44
483980,2020-08-30,Cass,Michigan,26027.0,17
483981,2020-08-30,Charlevoix,Michigan,26029.0,2
483982,2020-08-30,Cheboygan,Michigan,26031.0,2
483983,2020-08-30,Chippewa,Michigan,26033.0,0
483984,2020-08-30,Clare,Michigan,26035.0,4
483985,2020-08-30,Clinton,Michigan,26037.0,13
483986,2020-08-30,Crawford,Michigan,26039.0,5
483987,2020-08-30,Delta,Michigan,26041.0,3
483988,2020-08-30,Dickinson,Michigan,26043.0,2
483989,2020-08-30,Eaton,Michigan,26045.0,8
483990,2020-08-30,Emmet,Michigan,26047.0,2
483991,2020-08-30,Genesee,Michigan,26049.0,305
483992,2020-08-30,Gladwin,Michigan,26051.0,2
483993,2020-08-30,Gogebic,Michigan,26053.0,1
483994,2020-08-30,Grand Traverse,Michigan,26055.0,6
483995,2020-08-30,Gratiot,Michigan,26057.0,15
483996,2020-08-30,Hillsdale,Michigan,26059.0,26
483997,2020-08-30,Houghton,Michigan,26061.0,1
483998,2020-08-30,Huron,Michigan,26063.0,4
483999,2020-08-30,Ingham,Michigan,26065.0,39
484000,2020-08-30,Ionia,Michigan,26067.0,7
484001,2020-08-30,Iosco,Michigan,26069.0,12
484002,2020-08-30,Iron,Michigan,26071.0,1
484003,2020-08-30,Isabella,Michigan,26073.0,9
484004,2020-08-30,Jackson,Michigan,26075.0,62
484005,2020-08-30,Kalamazoo,Michigan,26077.0,88
484006,2020-08-30,Kalkaska,Michigan,26079.0,4
484007,2020-08-30,Kent,Michigan,26081.0,167
484008,2020-08-30,Keweenaw,Michigan,26083.0,0
484009,2020-08-30,Lake,Michigan,26085.0,0
484010,2020-08-30,Lapeer,Michigan,26087.0,42
484011,2020-08-30,Leelanau,Michigan,26089.0,1
484012,2020-08-30,Lenawee,Michigan,26091.0,17
484013,2020-08-30,Livingston,Michigan,26093.0,30
484014,2020-08-30,Luce,Michigan,26095.0,0
484015,2020-08-30,Mackinac,Michigan,26097.0,0
484016,2020-08-30,Macomb,Michigan,26099.0,973
484017,2020-08-30,Manistee,Michigan,26101.0,1
484018,2020-08-30,Marquette,Michigan,26103.0,11
484019,2020-08-30,Mason,Michigan,26105.0,0
484020,2020-08-30,Mecosta,Michigan,26107.0,2
484021,2020-08-30,Menominee,Michigan,26109.0,0
484022,2020-08-30,Midland,Michigan,26111.0,11
484023,2020-08-30,Missaukee,Michigan,26113.0,1
484024,2020-08-30,Monroe,Michigan,26115.0,27
484025,2020-08-30,Montcalm,Michigan,26117.0,4
484026,2020-08-30,Montmorency,Michigan,26119.0,0
484027,2020-08-30,Muskegon,Michigan,26121.0,67
484028,2020-08-30,Newaygo,Michigan,26123.0,0
484029,2020-08-30,Oakland,Michigan,26125.0,1163
484030,2020-08-30,Oceana,Michigan,26127.0,6
484031,2020-08-30,Ogemaw,Michigan,26129.0,4
484032,2020-08-30,Ontonagon,Michigan,26131.0,0
484033,2020-08-30,Osceola,Michigan,26133.0,0
484034,2020-08-30,Oscoda,Michigan,26135.0,1
484035,2020-08-30,Otsego,Michigan,26137.0,11
484036,2020-08-30,Ottawa,Michigan,26139.0,63
484037,2020-08-30,Presque Isle,Michigan,26141.0,1
484038,2020-08-30,Roscommon,Michigan,26143.0,3
484039,2020-08-30,Saginaw,Michigan,26145.0,133
484040,2020-08-30,Sanilac,Michigan,26151.0,7
484041,2020-08-30,Schoolcraft,Michigan,26153.0,0
484042,2020-08-30,Shiawassee,Michigan,26155.0,29
484043,2020-08-30,St. Clair,Michigan,26147.0,53
484044,2020-08-30,St. Joseph,Michigan,26149.0,11
484045,2020-08-30,Tuscola,Michigan,26157.0,29
484046,2020-08-30,Unknown,Michigan,,5
484047,2020-08-30,Van Buren,Michigan,26159.0,16
484048,2020-08-30,Washtenaw,Michigan,26161.0,124
484049,2020-08-30,Wayne,Michigan,26163.0,2883
484050,2020-08-30,Wexford,Michigan,26165.0,4
487201,2020-08-31,Alcona,Michigan,26001.0,2
487202,2020-08-31,Alger,Michigan,26003.0,0
487203,2020-08-31,Allegan,Michigan,26005.0,6
487204,2020-08-31,Alpena,Michigan,26007.0,14
487205,2020-08-31,Antrim,Michigan,26009.0,0
487206,2020-08-31,Arenac,Michigan,26011.0,3
487207,2020-08-31,Baraga,Michigan,26013.0,0
487208,2020-08-31,Barry,Michigan,26015.0,2
487209,2020-08-31,Bay,Michigan,26017.0,41
487210,2020-08-31,Benzie,Michigan,26019.0,2
487211,2020-08-31,Berrien,Michigan,26021.0,70
487212,2020-08-31,Branch,Michigan,26023.0,26
487213,2020-08-31,Calhoun,Michigan,26025.0,44
487214,2020-08-31,Cass,Michigan,26027.0,16
487215,2020-08-31,Charlevoix,Michigan,26029.0,2
487216,2020-08-31,Cheboygan,Michigan,26031.0,2
487217,2020-08-31,Chippewa,Michigan,26033.0,0
487218,2020-08-31,Clare,Michigan,26035.0,4
487219,2020-08-31,Clinton,Michigan,26037.0,13
487220,2020-08-31,Crawford,Michigan,26039.0,5
487221,2020-08-31,Delta,Michigan,26041.0,3
487222,2020-08-31,Dickinson,Michigan,26043.0,2
487223,2020-08-31,Eaton,Michigan,26045.0,8
487224,2020-08-31,Emmet,Michigan,26047.0,3
487225,2020-08-31,Genesee,Michigan,26049.0,305
487226,2020-08-31,Gladwin,Michigan,26051.0,2
487227,2020-08-31,Gogebic,Michigan,26053.0,1
487228,2020-08-31,Grand Traverse,Michigan,26055.0,6
487229,2020-08-31,Gratiot,Michigan,26057.0,15
487230,2020-08-31,Hillsdale,Michigan,26059.0,26
487231,2020-08-31,Houghton,Michigan,26061.0,1
487232,2020-08-31,Huron,Michigan,26063.0,4
487233,2020-08-31,Ingham,Michigan,26065.0,41
487234,2020-08-31,Ionia,Michigan,26067.0,7
487235,2020-08-31,Iosco,Michigan,26069.0,12
487236,2020-08-31,Iron,Michigan,26071.0,1
487237,2020-08-31,Isabella,Michigan,26073.0,9
487238,2020-08-31,Jackson,Michigan,26075.0,62
487239,2020-08-31,Kalamazoo,Michigan,26077.0,88
487240,2020-08-31,Kalkaska,Michigan,26079.0,4
487241,2020-08-31,Kent,Michigan,26081.0,167
487242,2020-08-31,Keweenaw,Michigan,26083.0,0
487243,2020-08-31,Lake,Michigan,26085.0,0
487244,2020-08-31,Lapeer,Michigan,26087.0,42
487245,2020-08-31,Leelanau,Michigan,26089.0,1
487246,2020-08-31,Lenawee,Michigan,26091.0,17
487247,2020-08-31,Livingston,Michigan,26093.0,30
487248,2020-08-31,Luce,Michigan,26095.0,0
487249,2020-08-31,Mackinac,Michigan,26097.0,0
487250,2020-08-31,Macomb,Michigan,26099.0,973
487251,2020-08-31,Manistee,Michigan,26101.0,1
487252,2020-08-31,Marquette,Michigan,26103.0,11
487253,2020-08-31,Mason,Michigan,26105.0,0
487254,2020-08-31,Mecosta,Michigan,26107.0,2
487255,2020-08-31,Menominee,Michigan,26109.0,0
487256,2020-08-31,Midland,Michigan,26111.0,11
487257,2020-08-31,Missaukee,Michigan,26113.0,1
487258,2020-08-31,Monroe,Michigan,26115.0,27
487259,2020-08-31,Montcalm,Michigan,26117.0,4
487260,2020-08-31,Montmorency,Michigan,26119.0,0
487261,2020-08-31,Muskegon,Michigan,26121.0,67
487262,2020-08-31,Newaygo,Michigan,26123.0,1
487263,2020-08-31,Oakland,Michigan,26125.0,1163
487264,2020-08-31,Oceana,Michigan,26127.0,6
487265,2020-08-31,Ogemaw,Michigan,26129.0,4
487266,2020-08-31,Ontonagon,Michigan,26131.0,0
487267,2020-08-31,Osceola,Michigan,26133.0,0
487268,2020-08-31,Oscoda,Michigan,26135.0,1
487269,2020-08-31,Otsego,Michigan,26137.0,11
487270,2020-08-31,Ottawa,Michigan,26139.0,63
487271,2020-08-31,Presque Isle,Michigan,26141.0,1
487272,2020-08-31,Roscommon,Michigan,26143.0,4
487273,2020-08-31,Saginaw,Michigan,26145.0,133
487274,2020-08-31,Sanilac,Michigan,26151.0,7
487275,2020-08-31,Schoolcraft,Michigan,26153.0,0
487276,2020-08-31,Shiawassee,Michigan,26155.0,29
487277,2020-08-31,St. Clair,Michigan,26147.0,53
487278,2020-08-31,St. Joseph,Michigan,26149.0,11
